Booking_ID,Property_ID,Room_Type_ID,Channel_ID,Customer_ID,Booking_Date,Check_In_Date,Check_Out_Date,Length_of_Stay,Adults,Children,Rooms_Booked,Payment_Method,Booking_Status,ADR,Discount_Percent,Room_Revenue,Extra_Charges,Total_Revenue
B007187,P007,RT03,CH02,C000514,17-05-2025,31-05-2025,02-06-2025,2,3,0,1,Credit Card,Confirmed,4652.72,20,7444.35,1790.13,9234.48
B007188,P007,RT05,CH03,C002339,19-12-2024,14-03-2025,15-03-2025,1,1,0,3,UPI,Cancelled,4258.76,15,10859.84,0,10859.84
B007189,P003,RT02,CH05,C004581,11-06-2024,01-09-2024,03-09-2024,2,2,1,1,UPI,Checked-In,2931.19,0,5862.38,722.4,6584.78
B007190,P007,RT03,CH03,C001897,03-07-2024,24-10-2024,25-10-2024,1,2,2,1,UPI,Confirmed,4040.44,20,3232.35,1233.36,4465.71
B007191,P004,RT05,CH03,C002701,10-01-2025,22-02-2025,24-02-2025,2,2,0,1,Credit Card,Cancelled,4736.9,0,9473.8,0,9473.8
B007192,P008,RT02,CH06,C001139,30-09-2024,07-10-2024,12-10-2024,5,1,0,1,UPI,Checked-Out,3042.44,15,12930.37,812.46,13742.83
B007193,P001,RT03,CH08,C000124,19-10-2025,04-01-2026,07-01-2026,3,3,0,1,UPI,Checked-Out,3779.52,0,11338.56,517.35,11855.91
B007194,P005,RT03,CH06,C001903,28-10-2025,22-01-2026,23-01-2026,1,4,0,1,Debit Card,Checked-In,3786.72,15,3218.71,970.98,4189.69
B007195,P004,RT01,CH07,C001627,06-04-2024,30-04-2024,01-05-2024,1,2,0,1,Credit Card,Cancelled,2177.8,0,2177.8,0,2177.8
B007196,P002,RT02,CH08,C001585,19-05-2025,20-06-2025,22-06-2025,2,4,0,1,Credit Card,Checked-Out,3008.26,0,6016.52,1905.57,7922.09
B007197,P003,RT04,CH06,C003459,22-05-2024,25-07-2024,26-07-2024,1,3,0,1,Credit Card,Checked-In,6007.44,5,5707.07,74.12,5781.19
B007198,P004,RT01,CH08,C004369,04-03-2025,07-05-2025,09-05-2025,2,2,0,1,Net Banking,Cancelled,1832.36,0,3664.72,0,3664.72
B007199,P005,RT04,CH06,C004761,12-07-2025,28-07-2025,01-08-2025,4,2,1,2,UPI,Checked-Out,5019.69,0,40157.52,1400.74,41558.26
B007200,P007,RT02,CH05,C001406,09-01-2025,05-05-2025,07-05-2025,2,3,0,1,UPI,Cancelled,3280.35,0,6560.7,0,6560.7
B007201,P005,RT02,CH05,C003294,14-06-2025,03-09-2025,05-09-2025,2,3,0,1,Cash,Confirmed,3156.04,15,5365.27,280.72,5645.99
B007202,P002,RT02,CH07,C002039,14-02-2024,05-04-2024,10-04-2024,5,2,0,1,UPI,Checked-In,3588.5,15,15251.12,1067.87,16318.99
B007203,P007,RT02,CH05,C001245,12-04-2024,09-07-2024,12-07-2024,3,2,0,1,Net Banking,Checked-In,3216.23,0,9648.69,924.72,10573.41
B007204,P002,RT04,CH06,C000199,08-09-2024,22-09-2024,25-09-2024,3,3,0,1,Credit Card,Cancelled,5448.45,5,15528.08,0,15528.08
B007205,P006,RT02,CH02,C004083,22-07-2025,10-09-2025,11-09-2025,1,2,2,2,Credit Card,Cancelled,2899.41,5,5508.88,0,5508.88
B007206,P006,RT05,CH07,C002131,22-09-2025,22-11-2025,24-11-2025,2,2,0,1,Net Banking,Cancelled,4759.18,10,8566.52,0,8566.52
B007207,P004,RT02,CH03,C003285,05-06-2024,03-09-2024,08-09-2024,5,3,0,1,UPI,Checked-Out,2656.04,0,13280.2,73.73,13353.93
B007208,P001,RT03,CH02,C001331,26-04-2025,24-06-2025,28-06-2025,4,1,0,1,UPI,Checked-Out,3992.94,5,15173.17,654.86,15828.03
B007209,P007,RT05,CH06,C003797,16-01-2024,11-03-2024,12-03-2024,1,4,0,2,Credit Card,Confirmed,4854.16,0,9708.32,3505.36,13213.68
B007210,P008,RT01,CH03,C004474,29-05-2024,27-06-2024,01-07-2024,4,3,0,2,Credit Card,Checked-Out,1869.43,10,13459.9,1229.84,14689.74
B007211,P005,RT03,CH02,C003345,23-11-2024,03-02-2025,08-02-2025,5,2,2,1,Cash,Cancelled,4316.6,10,19424.7,0,19424.7
B007212,P008,RT01,CH02,C000983,06-11-2024,02-02-2025,03-02-2025,1,4,0,1,Credit Card,Cancelled,1762.21,0,1762.21,0,1762.21
B007213,P001,RT04,CH01,C003133,26-04-2025,29-05-2025,31-05-2025,2,2,1,1,UPI,Checked-In,5806.55,0,11613.1,672.68,12285.78
B007214,P007,RT02,CH01,C004443,17-10-2025,28-01-2026,02-02-2026,5,4,0,1,Credit Card,Checked-Out,2820.3,5,13396.42,423.04,13819.46
B007215,P007,RT05,CH04,C003599,22-05-2025,30-06-2025,05-07-2025,5,2,0,2,Credit Card,No-Show,5148.49,0,51484.9,0,51484.9
B007216,P007,RT04,CH07,C002600,13-03-2024,01-07-2024,03-07-2024,2,2,1,1,Credit Card,Cancelled,5750.84,0,11501.68,0,11501.68
B007217,P007,RT01,CH03,C001345,14-09-2025,24-09-2025,26-09-2025,2,2,0,1,Net Banking,Confirmed,1664.47,5,3162.49,388.79,3551.28
B007218,P001,RT01,CH05,C004841,08-04-2024,25-06-2024,26-06-2024,1,4,0,1,Debit Card,Checked-Out,1770.4,0,1770.4,580.48,2350.88
B007219,P004,RT02,CH06,C002466,29-01-2025,23-05-2025,25-05-2025,2,4,0,2,Debit Card,Confirmed,3496.77,0,13987.08,475.96,14463.04
B007220,P003,RT02,CH03,C004929,29-07-2024,26-08-2024,31-08-2024,5,2,2,1,Credit Card,Cancelled,2948.8,5,14006.8,0,14006.8
B007221,P003,RT01,CH05,C003312,16-10-2025,17-01-2026,18-01-2026,1,2,0,1,Debit Card,Checked-Out,1998.25,0,1998.25,830.53,2828.78
B007222,P003,RT01,CH03,C003134,12-03-2025,22-03-2025,24-03-2025,2,2,0,1,Net Banking,Checked-Out,1668.73,15,2836.84,607.97,3444.81
B007223,P002,RT02,CH05,C004829,24-09-2025,24-09-2025,27-09-2025,3,3,0,1,Debit Card,Confirmed,2887.14,0,8661.42,422.78,9084.2
B007224,P007,RT01,CH02,C000429,28-06-2025,16-09-2025,17-09-2025,1,2,0,1,Cash,Checked-Out,1938.17,5,1841.26,419.68,2260.94
B007225,P007,RT04,CH08,C002299,17-07-2024,29-09-2024,30-09-2024,1,2,0,1,UPI,Checked-In,5298.31,10,4768.48,623.56,5392.04
B007226,P005,RT03,CH01,C002465,27-12-2025,24-01-2026,28-01-2026,4,2,1,1,Credit Card,No-Show,4107.47,0,16429.88,0,16429.88
B007227,P002,RT03,CH04,C002598,21-12-2024,21-02-2025,27-02-2025,6,3,0,1,UPI,Cancelled,3896.31,0,23377.86,0,23377.86
B007228,P005,RT01,CH03,C000577,22-01-2024,10-05-2024,14-05-2024,4,1,0,1,UPI,Confirmed,2192.87,5,8332.91,489.21,8822.12
B007229,P008,RT01,CH04,C003263,23-07-2025,06-10-2025,12-10-2025,6,2,0,2,UPI,Checked-Out,2075.65,0,24907.8,1391.21,26299.01
B007230,P006,RT02,CH03,C000550,03-04-2025,05-07-2025,06-07-2025,1,1,0,1,Credit Card,Checked-In,3005.73,0,3005.73,637.07,3642.8
B007231,P005,RT05,CH03,C004863,13-10-2025,10-12-2025,15-12-2025,5,2,0,1,Credit Card,Checked-Out,4976.98,5,23640.65,1126.79,24767.44
B007232,P005,RT01,CH02,C004553,19-03-2025,04-07-2025,09-07-2025,5,1,0,3,Credit Card,Confirmed,2014.5,20,24174,1584.55,25758.55
B007233,P008,RT01,CH02,C001293,13-04-2025,12-07-2025,13-07-2025,1,2,1,3,UPI,Checked-In,1802.42,0,5407.26,622.27,6029.53
B007234,P004,RT01,CH06,C002292,23-11-2024,28-12-2024,31-12-2024,3,4,0,3,Net Banking,Confirmed,2221.01,10,17990.18,793.37,18783.55
B007235,P003,RT03,CH02,C004376,05-04-2025,19-04-2025,21-04-2025,2,2,0,1,UPI,Checked-In,4156.44,10,7481.59,705.4,8186.99
B007236,P007,RT02,CH06,C000804,16-08-2024,27-10-2024,28-10-2024,1,2,1,1,Net Banking,Checked-Out,3202.13,0,3202.13,66.13,3268.26
B007237,P002,RT01,CH04,C003220,28-06-2025,30-09-2025,04-10-2025,4,3,1,1,UPI,Cancelled,1819.36,0,7277.44,0,7277.44
B007238,P006,RT02,CH01,C001133,17-09-2025,14-12-2025,19-12-2025,5,2,2,1,Net Banking,Checked-In,3431.19,5,16298.15,668.24,16966.39
B007239,P008,RT03,CH02,C003513,12-07-2024,09-09-2024,10-09-2024,1,2,0,1,UPI,Cancelled,4079.83,15,3467.86,0,3467.86
B007240,P002,RT02,CH07,C002497,27-01-2025,10-02-2025,13-02-2025,3,4,1,1,Credit Card,Cancelled,2955.76,0,8867.28,0,8867.28
B007241,P007,RT03,CH04,C003004,05-04-2025,08-05-2025,15-05-2025,7,3,0,1,UPI,Checked-Out,4378.78,5,29118.89,1253.58,30372.47
B007242,P004,RT03,CH02,C004195,08-10-2024,08-12-2024,09-12-2024,1,3,1,1,Credit Card,Cancelled,3940.64,5,3743.61,0,3743.61
B007243,P005,RT03,CH05,C001579,15-11-2025,30-11-2025,04-12-2025,4,2,0,1,Debit Card,Checked-In,4124.75,5,15674.05,260.78,15934.83
B007244,P008,RT02,CH06,C000852,20-07-2025,11-08-2025,13-08-2025,2,1,0,1,Credit Card,No-Show,2532.64,5,4812.02,0,4812.02
B007245,P006,RT04,CH03,C001128,01-01-2025,02-02-2025,03-02-2025,1,3,0,2,UPI,Confirmed,5773.96,0,11547.92,579.81,12127.73
B007246,P003,RT05,CH04,C003265,28-06-2024,28-09-2024,01-10-2024,3,3,0,1,Net Banking,Checked-Out,4192.89,10,11320.8,82.33,11403.13
B007247,P007,RT02,CH03,C004723,27-01-2025,02-05-2025,03-05-2025,1,3,0,1,UPI,Checked-Out,2922.94,0,2922.94,135.72,3058.66
B007248,P001,RT01,CH01,C004142,09-09-2024,10-10-2024,13-10-2024,3,1,0,1,UPI,Cancelled,2128.8,0,6386.4,0,6386.4
B007249,P001,RT03,CH03,C000574,05-09-2024,20-09-2024,21-09-2024,1,2,1,1,Cash,Checked-In,4080.51,0,4080.51,652.77,4733.28
B007250,P004,RT01,CH06,C004722,14-05-2024,31-07-2024,01-08-2024,1,2,1,1,UPI,Cancelled,1661.63,0,1661.63,0,1661.63
B007251,P003,RT05,CH03,C001222,08-11-2024,31-01-2025,01-02-2025,1,3,0,1,Credit Card,Confirmed,4594.58,0,4594.58,323.3,4917.88
B007252,P001,RT01,CH03,C003994,03-07-2024,30-07-2024,31-07-2024,1,4,0,1,UPI,Checked-Out,1660.99,0,1660.99,418.04,2079.03
B007253,P001,RT05,CH03,C004125,28-04-2024,11-05-2024,12-05-2024,1,2,0,1,Debit Card,Confirmed,4635.92,15,3940.53,543.19,4483.72
B007254,P008,RT02,CH03,C004265,24-11-2024,14-12-2024,15-12-2024,1,2,0,1,Credit Card,No-Show,3320.21,20,2656.17,0,2656.17
B007255,P008,RT03,CH03,C001551,16-07-2025,11-10-2025,12-10-2025,1,2,0,1,UPI,Checked-In,4622.63,10,4160.37,148.51,4308.88
B007256,P007,RT02,CH05,C000634,29-10-2024,26-02-2025,27-02-2025,1,2,0,1,Cash,Cancelled,2706.24,15,2300.3,0,2300.3
B007257,P006,RT05,CH01,C000869,24-03-2024,30-06-2024,01-07-2024,1,2,1,1,Net Banking,Checked-Out,4515.31,5,4289.54,1393.74,5683.28
B007258,P006,RT01,CH06,C004984,13-03-2025,22-06-2025,23-06-2025,1,2,0,1,Debit Card,No-Show,1850.06,0,1850.06,0,1850.06
B007259,P007,RT01,CH02,C001361,24-10-2025,07-02-2026,08-02-2026,1,2,0,1,Debit Card,No-Show,2013.1,5,1912.44,0,1912.44
B007260,P002,RT01,CH05,C004892,07-04-2025,16-06-2025,18-06-2025,2,2,0,1,UPI,Cancelled,1906.7,0,3813.4,0,3813.4
B007261,P007,RT05,CH03,C003637,28-11-2025,28-12-2025,29-12-2025,1,4,0,1,Net Banking,Checked-Out,5615.06,0,5615.06,714.73,6329.79
B007262,P003,RT02,CH06,C002346,07-11-2024,28-11-2024,29-11-2024,1,3,1,2,Credit Card,Checked-Out,3005.71,20,4809.14,770.01,5579.15
B007263,P001,RT03,CH06,C003996,26-06-2025,20-07-2025,23-07-2025,3,3,0,1,Credit Card,Checked-In,3916.7,15,9987.58,722.71,10710.29
B007264,P006,RT03,CH02,C001479,19-11-2024,03-01-2025,05-01-2025,2,3,2,2,UPI,Checked-Out,4070.24,10,14652.86,559.68,15212.54
B007265,P007,RT04,CH05,C003545,08-07-2024,18-08-2024,21-08-2024,3,2,0,1,Debit Card,Checked-Out,5260.66,5,14992.88,290.33,15283.21
B007266,P006,RT03,CH02,C002014,18-09-2025,21-09-2025,23-09-2025,2,2,0,1,Debit Card,No-Show,3579.7,10,6443.46,0,6443.46
B007267,P006,RT02,CH02,C003149,25-07-2025,26-08-2025,28-08-2025,2,2,0,1,Debit Card,Checked-In,2978.7,0,5957.4,1332.56,7289.96
B007268,P008,RT03,CH08,C000658,24-02-2025,03-06-2025,05-06-2025,2,2,1,1,UPI,Checked-In,3581.68,5,6805.19,904.17,7709.36
B007269,P002,RT03,CH02,C000245,13-09-2024,11-12-2024,15-12-2024,4,2,0,1,Credit Card,Checked-Out,4526.89,10,16296.8,955.12,17251.92
B007270,P003,RT01,CH02,C003496,23-10-2024,15-12-2024,17-12-2024,2,3,2,1,Credit Card,Checked-Out,1939.91,5,3685.83,127.91,3813.74
B007271,P005,RT01,CH02,C003765,07-09-2025,05-10-2025,08-10-2025,3,3,1,2,Debit Card,Cancelled,2033.28,15,10369.73,0,10369.73
B007272,P006,RT01,CH04,C000136,03-03-2025,18-04-2025,20-04-2025,2,4,2,1,Credit Card,Checked-In,2094.78,0,4189.56,141.3,4330.86
B007273,P003,RT01,CH07,C000205,03-06-2024,11-08-2024,14-08-2024,3,2,1,1,Credit Card,Checked-Out,1791.96,0,5375.88,283.26,5659.14
B007274,P004,RT02,CH02,C000884,22-10-2025,12-01-2026,13-01-2026,1,3,0,1,UPI,Checked-In,2713.62,5,2577.94,560.5,3138.44
B007275,P002,RT02,CH04,C003733,18-07-2024,08-11-2024,09-11-2024,1,2,0,1,UPI,Checked-Out,3541.46,0,3541.46,158.93,3700.39
B007276,P005,RT05,CH03,C004652,03-12-2024,27-01-2025,30-01-2025,3,2,0,1,UPI,No-Show,5109.91,0,15329.73,0,15329.73
B007277,P006,RT01,CH03,C000885,05-10-2024,29-10-2024,05-11-2024,7,3,0,1,Credit Card,Cancelled,1908.46,0,13359.22,0,13359.22
B007278,P007,RT03,CH04,C000983,06-07-2025,01-09-2025,02-09-2025,1,2,0,1,UPI,Checked-Out,4266.66,10,3839.99,581.58,4421.57
B007279,P006,RT02,CH04,C002445,11-09-2024,23-11-2024,24-11-2024,1,3,0,1,Debit Card,Checked-In,2865.45,10,2578.9,88.52,2667.42
B007280,P002,RT01,CH03,C001221,21-04-2025,29-07-2025,03-08-2025,5,2,1,3,Credit Card,Checked-Out,1634.53,10,22066.16,535.61,22601.77
B007281,P008,RT02,CH07,C000706,08-04-2025,25-05-2025,26-05-2025,1,2,0,2,Debit Card,Checked-Out,3342.98,5,6351.66,902.59,7254.25
B007282,P002,RT05,CH01,C003902,09-03-2025,28-04-2025,03-05-2025,5,3,0,1,Net Banking,Confirmed,4923.46,5,23386.44,570.8,23957.24
B007283,P001,RT01,CH01,C002607,19-05-2025,02-09-2025,04-09-2025,2,3,0,2,UPI,Checked-In,1750.99,0,7003.96,2003.14,9007.1
B007284,P006,RT02,CH08,C002274,20-07-2024,01-10-2024,02-10-2024,1,2,0,2,Debit Card,Confirmed,3154.35,0,6308.7,197.74,6506.44
B007285,P008,RT01,CH06,C001026,09-04-2025,27-06-2025,28-06-2025,1,2,0,1,UPI,Confirmed,1700.82,0,1700.82,1640.22,3341.04
B007286,P003,RT01,CH06,C003284,17-06-2025,01-07-2025,03-07-2025,2,2,0,1,Credit Card,Cancelled,2016.29,10,3629.32,0,3629.32
B007287,P002,RT02,CH04,C001992,09-02-2024,31-05-2024,04-06-2024,4,3,1,1,UPI,Checked-In,2899.41,5,11017.76,640.4,11658.16
B007288,P002,RT04,CH03,C001317,09-05-2024,14-08-2024,18-08-2024,4,4,0,1,Credit Card,Cancelled,5931.69,0,23726.76,0,23726.76
B007289,P004,RT03,CH05,C003152,17-02-2025,03-04-2025,04-04-2025,1,2,0,1,Debit Card,Checked-Out,4110.74,15,3494.13,403.06,3897.19
B007290,P004,RT02,CH01,C000119,20-06-2024,01-10-2024,04-10-2024,3,2,1,1,UPI,Checked-Out,3258.61,5,9287.04,698.07,9985.11
B007291,P004,RT05,CH06,C004694,18-08-2024,10-10-2024,12-10-2024,2,2,0,1,UPI,Checked-Out,5237.03,5,9950.36,1378.65,11329.01
B007292,P002,RT01,CH04,C001855,24-08-2024,16-10-2024,19-10-2024,3,4,1,1,Net Banking,Checked-Out,1953.31,5,5566.93,1423.91,6990.84
B007293,P005,RT03,CH08,C004104,17-08-2025,03-11-2025,04-11-2025,1,4,1,1,Net Banking,Cancelled,4645.84,0,4645.84,0,4645.84
B007294,P008,RT02,CH05,C001909,10-01-2024,14-03-2024,16-03-2024,2,2,1,1,Credit Card,Checked-Out,2684.35,20,4294.96,1276.91,5571.87
B007295,P003,RT04,CH02,C004086,24-03-2024,21-07-2024,22-07-2024,1,2,2,2,Credit Card,Confirmed,5074.82,5,9642.16,1318.94,10961.1
B007296,P002,RT03,CH04,C000427,22-03-2025,22-05-2025,24-05-2025,2,2,0,1,Net Banking,Checked-Out,3939.74,10,7091.53,1346.45,8437.98
B007297,P007,RT05,CH01,C002650,13-01-2025,23-03-2025,24-03-2025,1,2,0,1,Debit Card,Confirmed,5089.05,15,4325.69,888.67,5214.36
B007298,P007,RT01,CH06,C002327,14-02-2024,05-04-2024,06-04-2024,1,3,0,1,UPI,Checked-Out,2051.16,20,1640.93,693.8,2334.73
B007299,P001,RT03,CH04,C000640,28-09-2025,16-10-2025,18-10-2025,2,2,2,1,UPI,Checked-Out,4730.33,10,8514.59,791.02,9305.61
B007300,P007,RT03,CH03,C001204,19-10-2025,30-11-2025,02-12-2025,2,2,0,2,UPI,Confirmed,4751.68,5,18056.38,497.11,18553.49
B007301,P008,RT03,CH08,C004701,17-10-2025,22-10-2025,23-10-2025,1,2,0,1,UPI,Confirmed,4549.06,10,4094.15,333.05,4427.2
B007302,P008,RT02,CH08,C003766,16-05-2025,07-09-2025,12-09-2025,5,4,0,1,Credit Card,Confirmed,3191.39,5,15159.1,524.05,15683.15
B007303,P006,RT01,CH08,C002764,07-09-2025,13-11-2025,14-11-2025,1,2,2,1,Credit Card,Cancelled,2166.94,5,2058.59,0,2058.59
B007304,P005,RT01,CH02,C002266,09-02-2024,18-02-2024,21-02-2024,3,4,0,1,UPI,Confirmed,1941.78,5,5534.07,694.32,6228.39
B007305,P005,RT01,CH05,C000146,03-02-2025,02-06-2025,03-06-2025,1,3,1,1,Credit Card,Cancelled,1663.19,10,1496.87,0,1496.87
B007306,P003,RT04,CH08,C003131,07-09-2025,19-10-2025,22-10-2025,3,3,1,1,Credit Card,Confirmed,6951.72,10,18769.64,991.14,19760.78
B007307,P005,RT04,CH04,C001057,25-12-2024,17-02-2025,19-02-2025,2,2,0,1,Credit Card,Cancelled,5246.82,0,10493.64,0,10493.64
B007308,P003,RT01,CH02,C001458,10-12-2025,07-04-2026,13-04-2026,6,4,1,1,Cash,Checked-In,2254.41,0,13526.46,441.62,13968.08
B007309,P007,RT05,CH06,C003789,27-08-2024,22-12-2024,25-12-2024,3,2,1,2,Net Banking,Confirmed,5457.31,0,32743.86,1346.77,34090.63
B007310,P005,RT01,CH07,C001608,31-01-2025,14-05-2025,21-05-2025,7,3,0,1,UPI,Checked-Out,2140.81,0,14985.67,1180.57,16166.24
B007311,P006,RT02,CH05,C001074,24-04-2025,02-05-2025,06-05-2025,4,2,0,1,Credit Card,Cancelled,3081.3,0,12325.2,0,12325.2
B007312,P003,RT01,CH03,C002370,15-07-2025,17-09-2025,19-09-2025,2,2,2,1,UPI,Checked-Out,1750.21,0,3500.42,813.03,4313.45
B007313,P004,RT04,CH02,C001523,05-06-2024,25-07-2024,26-07-2024,1,2,0,1,Debit Card,Checked-Out,6231.39,0,6231.39,1094.34,7325.73
B007314,P004,RT03,CH05,C003155,08-10-2025,09-12-2025,11-12-2025,2,2,0,2,Credit Card,Checked-In,4509.66,0,18038.64,582.17,18620.81
B007315,P005,RT01,CH04,C000536,12-08-2024,06-10-2024,08-10-2024,2,2,0,2,Debit Card,Checked-Out,1858.67,0,7434.68,472.98,7907.66
B007316,P005,RT03,CH05,C003080,16-06-2024,04-09-2024,09-09-2024,5,2,2,2,Credit Card,Cancelled,3855.88,0,38558.8,0,38558.8
B007317,P007,RT01,CH01,C000761,30-05-2025,11-09-2025,12-09-2025,1,3,0,2,Credit Card,Cancelled,2014.09,10,3625.36,0,3625.36
B007318,P003,RT02,CH02,C000208,02-06-2025,01-09-2025,04-09-2025,3,2,0,2,Credit Card,Checked-In,2818.28,5,16064.2,358.47,16422.67
B007319,P008,RT01,CH03,C004911,02-07-2025,22-10-2025,25-10-2025,3,4,1,1,Credit Card,Cancelled,2143.6,5,6109.26,0,6109.26
B007320,P007,RT01,CH02,C004994,16-09-2025,27-09-2025,28-09-2025,1,1,0,1,UPI,Checked-In,1973.61,15,1677.57,754.28,2431.85
B007321,P008,RT04,CH05,C003264,09-08-2025,23-09-2025,24-09-2025,1,3,0,1,UPI,No-Show,5089.34,0,5089.34,0,5089.34
B007322,P003,RT03,CH03,C001998,05-07-2024,17-10-2024,18-10-2024,1,1,0,2,Credit Card,Checked-Out,4708.07,10,8474.53,388.63,8863.16
B007323,P006,RT01,CH05,C004006,15-07-2025,25-10-2025,26-10-2025,1,1,2,1,UPI,Checked-Out,2132.58,5,2025.95,169.04,2194.99
B007324,P002,RT01,CH06,C001396,05-06-2024,20-06-2024,24-06-2024,4,2,2,1,Net Banking,Checked-Out,1956.84,15,6653.26,615.25,7268.51
B007325,P004,RT01,CH02,C000026,14-03-2025,30-05-2025,01-06-2025,2,4,0,1,Credit Card,Cancelled,2223.43,15,3779.83,0,3779.83
B007326,P002,RT01,CH07,C000507,23-08-2025,31-10-2025,02-11-2025,2,4,0,1,Cash,Cancelled,1959.08,0,3918.16,0,3918.16
B007327,P002,RT02,CH06,C000861,13-07-2024,28-08-2024,31-08-2024,3,2,0,1,UPI,Checked-In,2710.69,5,7725.47,1924.79,9650.26
B007328,P001,RT01,CH05,C004474,24-04-2025,22-06-2025,28-06-2025,6,2,0,1,UPI,Cancelled,1761.88,0,10571.28,0,10571.28
B007329,P003,RT03,CH07,C003028,30-01-2024,26-03-2024,31-03-2024,5,1,0,1,Credit Card,Confirmed,3482.31,0,17411.55,538.75,17950.3
B007330,P001,RT02,CH02,C004161,07-02-2025,10-04-2025,11-04-2025,1,4,1,1,Debit Card,Checked-Out,3213.45,15,2731.43,2505.52,5236.95
B007331,P008,RT01,CH03,C003982,07-03-2024,05-04-2024,10-04-2024,5,1,1,1,UPI,Cancelled,2162.3,15,9189.78,0,9189.78
B007332,P001,RT05,CH01,C002851,26-07-2025,11-11-2025,15-11-2025,4,2,0,2,Credit Card,Checked-In,4850.67,5,36865.09,566.04,37431.13
B007333,P008,RT01,CH03,C000597,26-10-2024,23-01-2025,24-01-2025,1,2,1,1,Credit Card,Checked-Out,1897.02,20,1517.62,172.49,1690.11
B007334,P002,RT02,CH04,C002020,21-07-2025,12-10-2025,17-10-2025,5,2,0,1,UPI,Checked-Out,2995.56,5,14228.91,1284.14,15513.05
B007335,P001,RT02,CH05,C003892,19-03-2024,23-03-2024,25-03-2024,2,2,0,1,Debit Card,Checked-Out,2940.23,10,5292.41,732.91,6025.32
B007336,P006,RT01,CH01,C004462,17-06-2024,01-07-2024,02-07-2024,1,1,0,1,Cash,Cancelled,1640.09,15,1394.08,0,1394.08
B007337,P003,RT01,CH01,C004595,17-05-2024,16-06-2024,23-06-2024,7,2,0,1,UPI,Checked-Out,1632.73,20,9143.29,844.8,9988.09
B007338,P002,RT01,CH03,C003867,15-01-2024,01-02-2024,03-02-2024,2,3,0,1,Net Banking,No-Show,1852.92,10,3335.26,0,3335.26
B007339,P003,RT04,CH02,C000169,27-08-2025,11-11-2025,12-11-2025,1,2,0,2,Credit Card,Cancelled,6179.32,0,12358.64,0,12358.64
B007340,P006,RT03,CH06,C001924,23-11-2025,04-01-2026,05-01-2026,1,3,0,1,Credit Card,Checked-Out,3501.27,0,3501.27,1029.36,4530.63
B007341,P005,RT03,CH05,C004972,26-04-2025,06-05-2025,08-05-2025,2,2,0,1,Cash,Checked-Out,4079.13,0,8158.26,301.24,8459.5
B007342,P001,RT02,CH03,C004136,20-02-2024,06-06-2024,07-06-2024,1,2,0,1,Credit Card,Checked-In,2925.18,15,2486.4,698.95,3185.35
B007343,P002,RT02,CH01,C003310,21-12-2025,09-02-2026,11-02-2026,2,2,0,2,Credit Card,Checked-Out,2970.88,15,10100.99,1059.54,11160.53
B007344,P008,RT01,CH02,C000509,30-04-2024,11-05-2024,14-05-2024,3,2,1,3,UPI,Cancelled,2139.19,0,19252.71,0,19252.71
B007345,P004,RT01,CH05,C004077,06-03-2024,02-07-2024,08-07-2024,6,4,0,1,Debit Card,Checked-Out,1956.79,0,11740.74,737.07,12477.81
B007346,P003,RT01,CH08,C000874,26-01-2024,21-05-2024,23-05-2024,2,1,0,3,Debit Card,Cancelled,1888.17,0,11329.02,0,11329.02
B007347,P007,RT02,CH03,C003843,12-10-2024,06-12-2024,13-12-2024,7,4,0,1,UPI,Checked-In,3523.53,20,19731.77,671.99,20403.76
B007348,P006,RT01,CH06,C000182,24-02-2024,16-05-2024,23-05-2024,7,2,1,1,Net Banking,Cancelled,2018.79,0,14131.53,0,14131.53
B007349,P001,RT01,CH07,C000007,10-10-2025,28-10-2025,31-10-2025,3,2,2,1,Net Banking,Checked-Out,2232.38,15,5692.57,278.1,5970.67
B007350,P003,RT01,CH01,C004761,24-01-2024,24-01-2024,26-01-2024,2,3,0,1,Credit Card,Checked-In,1642.81,5,3121.34,1659.87,4781.21
B007351,P006,RT01,CH07,C000408,01-08-2024,14-08-2024,18-08-2024,4,3,1,1,UPI,Checked-Out,1787.94,10,6436.58,327.15,6763.73
B007352,P003,RT02,CH04,C001423,02-03-2024,21-05-2024,22-05-2024,1,2,1,3,Debit Card,Confirmed,3316.08,20,7958.59,795.74,8754.33
B007353,P005,RT01,CH08,C001615,21-02-2024,26-04-2024,28-04-2024,2,3,0,1,Cash,Cancelled,1979.83,5,3761.68,0,3761.68
B007354,P007,RT01,CH04,C002523,29-09-2025,09-01-2026,12-01-2026,3,2,0,1,UPI,Cancelled,1944.2,0,5832.6,0,5832.6
B007355,P006,RT01,CH02,C000826,29-11-2024,29-03-2025,05-04-2025,7,3,1,1,Credit Card,Checked-Out,1703.03,10,10729.09,2204.47,12933.56
B007356,P003,RT01,CH08,C000096,21-02-2024,29-03-2024,01-04-2024,3,3,0,1,UPI,No-Show,2003.55,0,6010.65,0,6010.65
B007357,P008,RT01,CH02,C003104,25-10-2024,17-01-2025,18-01-2025,1,3,0,1,Debit Card,No-Show,1791.22,0,1791.22,0,1791.22
B007358,P007,RT01,CH07,C003340,30-08-2025,18-09-2025,22-09-2025,4,2,0,1,Credit Card,Cancelled,1981.63,0,7926.52,0,7926.52
B007359,P005,RT03,CH02,C002796,11-10-2025,01-12-2025,04-12-2025,3,1,0,2,Debit Card,Checked-In,4000.34,10,21601.84,523.1,22124.94
